,soa,Noun,VerbType,Pic,Distractor,Verb,Relatedness,DistractorType,Subj,Order,Block,Ncategory,expName,session,participant,Transcription,transcription,R0,R1,R2,R3,R4,R5,R6,utterance,Vagr,Vcodability,unaccusativity,obj,Item,OnsetThe,Onset,The,dog,above,the,apple,is,AppleIs
69,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,69,3,tool,List1,1,1,{SL} The octopus below the spoon is boiling,,841.7,89.8,728.4,259.4,119.7,698.4,858.1,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,931.5,841.7,89.8,728.4,259.4,119.7,698.4,858.1,1556.5
70,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,70,3,fruit,List1,1,1,{SL} The monkey above the carrot is tripping,,931.5,139.7,468.9,469,189.5,508.9,259.4,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,1071.2,931.5,139.7,468.9,469,189.5,508.9,259.4,768.3
71,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,71,3,weapon,List1,1,1,{SL} The cowboy above the sword is falling,,1510.2,1456.7,379.1,788.2,99.8,349.2,169.6,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,2966.9,1510.2,1456.7,379.1,788.2,99.8,349.2,169.6,518.8
72,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,72,3,funiture,List1,1,1,{SL} The rabbit above the chair is smiling,,1181,199.5,508.8,359.2,99.8,578.7,169.6,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1380.5,1181,199.5,508.8,359.2,99.8,578.7,169.6,748.3
73,negative,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,73,4,instrument,List1,1,1,{SL} The cowboy above the piano is winking,,1260.8,169.6,708.4,229.5,89.7,738.4,259.4,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1430.4,1260.8,169.6,708.4,229.5,89.7,738.4,259.4,997.8
74,negative,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,74,4,fruit,List1,1,1,{SL} The penguin below the tomato is sneezing,,981.4,119.7,488.9,299.3,139.7,588.7,109.7,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,1101.1,981.4,119.7,488.9,299.3,139.7,588.7,109.7,698.4
75,simultaneous,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,75,4,funiture,List1,1,1,{SL} The boy below the desk is floating,drawers,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,simultaneous,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,76,4,fruit,List1,1,1,{SL} The dog above the apple is barking,,1350.6,179.6,369.1,419.1,79.8,738.3,249.4,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,1530.2,1350.6,179.6,369.1,419.1,79.8,738.3,249.4,987.7
77,negative,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,77,4,funiture,List1,1,1,{SL} The chef above the dresser is drowning,,761.9,99.8,508.8,469,249.4,648.5,129.7,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,861.7,761.9,99.8,508.8,469,249.4,648.5,129.7,778.2
78,simultaneous,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,78,4,building,List1,1,1,{SL} The snail below the castle is melting,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,negative,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,79,4,weapon,List1,1,1,{SL} The ballerina above the ax is shrinking,,981.4,179.6,558.7,369.2,309.3,678.4,359.2,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,1161,981.4,179.6,558.7,369.2,309.3,678.4,359.2,1037.6
80,simultaneous,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,80,4,tool,List1,1,1,{SL} The octopus below the spoon is boiling,melting,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,simultaneous,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,81,4,tool,List1,1,1,{SL} The dog above the hammer is spinning,,1280.7,439,199.6,309.3,79.8,399.1,229.5,NA,0.12,3.022,0.9,default,dogUnacc.jpeg.default,1719.7,1280.7,439,199.6,309.3,79.8,399.1,229.5,628.6
82,negative,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,82,4,building,List1,1,1,{SL} The chef above the windmill is yelling,,1250.8,109.7,459,379.1,99.8,538.8,259.4,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1360.5,1250.8,109.7,459,379.1,99.8,538.8,259.4,798.2
83,negative,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,83,4,weapon,List1,1,1,{SL} The cowboy above the sword is falling,,1520.2,698.4,528.8,289.3,498.9,468.9,678.5,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,2218.6,1520.2,698.4,528.8,289.3,498.9,468.9,678.5,1147.4
84,simultaneous,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,84,4,instrument,List1,1,1,{SL} The pirate below the guitar is sinking,,1390.5,119.7,1117.5,568.7,808.1,518.9,179.5,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,1510.2,1390.5,119.7,1117.5,568.7,808.1,518.9,179.5,698.4
85,simultaneous,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,85,4,instrument,List1,1,1,{SL} The clown below the violin is growing,,1061.2,259.4,638.6,608.6,199.5,528.8,279.4,NA,0.7,1.918,1,default,clownUnacc.jpeg.default,1320.6,1061.2,259.4,638.6,608.6,199.5,528.8,279.4,808.2
86,negative,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,86,4,fruit,List1,1,1,{SL} The monkey above the carrot is tripping,,1151,917.9,518.9,329.2,59.9,458.9,119.8,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,2068.9,1151,917.9,518.9,329.2,59.9,458.9,119.8,578.7
87,negative,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,87,4,funiture,List1,1,1,{SL} The rabbit above the chair is smiling,,961.5,169.6,468.9,319.3,89.8,429,169.6,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1131.1,961.5,169.6,468.9,319.3,89.8,429,169.6,598.6
88,simultaneous,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,88,4,weapon,List1,1,1,{SL} The clown below the canon is walking,,1091.2,139.6,459,289.3,119.8,498.8,149.7,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,1230.8,1091.2,139.6,459,289.3,119.8,498.8,149.7,648.5
89,simultaneous,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,89,4,fruit,List1,1,1,{SL} The octopus below the lemon is swimming,,1470.3,808.2,808.1,329.3,139.7,399,119.8,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,2278.5,1470.3,808.2,808.1,329.3,139.7,399,119.8,518.8
90,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,90,4,building,List1,1,1,{SL} The boy below the lighthouse is yawning,windmill,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,negative,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,91,4,building,List1,1,1,{SL} The rabbit above the church is shaking,,1141,179.6,379.2,389.1,99.8,439,89.8,NA,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,1320.6,1141,179.6,379.2,389.1,99.8,439,89.8,528.8
92,simultaneous,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,92,4,weapon,List1,1,1,{SL} The pirate below the gun is coughing,,1380.5,778.2,409.1,249.4,139.7,419.1,129.7,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,2158.7,1380.5,778.2,409.1,249.4,139.7,419.1,129.7,548.8
93,negative,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,93,4,tool,List1,1,1,{SL} The penguin below the drill is bouncing,,1230.8,179.6,518.9,309.2,109.8,379.1,189.6,NA,0.54,1.736,NA,default,penguineUnacc.jpeg.default,1410.4,1230.8,179.6,518.9,309.2,109.8,379.1,189.6,568.7
94,simultaneous,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,94,4,funiture,List1,1,1,{SL} The snail below the table is crawling,,1390.5,259.4,1336.9,219.5,199.6,758.3,439,NA,0.14,3.728,0.74,default,snailUnerg.jpeg.default,1649.9,1390.5,259.4,1336.9,219.5,199.6,758.3,439,1197.3
95,negative,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,95,4,tool,List1,1,1,{SL} The monkey above the knife is sleeping,,1290.7,69.8,528.8,349.2,79.9,369.1,79.8,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,1360.5,1290.7,69.8,528.8,349.2,79.9,369.1,79.8,448.9
96,negative,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,96,4,instrument,List1,1,1,{SL} The ballerina above the harp is running,,921.5,99.8,648.5,429.1,89.8,419,189.6,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,1021.3,921.5,99.8,648.5,429.1,89.8,419,189.6,608.6
97,negative,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,1,2,tool,List2,1,2,{SL} The octopus below the spoon is boiling,,901.6,79.8,568.7,359.2,129.7,748.3,259.4,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,981.4,901.6,79.8,568.7,359.2,129.7,748.3,259.4,1007.7
98,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,2,2,weapon,List2,1,2,{SL} The ballerina above the ax is shrinking,hammer,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,negative,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,3,2,funiture,List2,1,2,{SL} The boy below the desk is floating,table,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,simultaneous,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,4,2,weapon,List2,1,2,{SL} The cowboy above the sword is falling,,1041.3,149.6,618.6,1197.3,628.6,538.7,299.4,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,1190.9,1041.3,149.6,618.6,1197.3,628.6,538.7,299.4,838.1
101,negative,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,5,2,instrument,List2,1,2,{SL} The pirate below the guitar is sinking,,1260.8,449,688.4,409.1,119.7,588.6,498.9,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,1709.8,1260.8,449,688.4,409.1,119.7,588.6,498.9,1087.5
102,simultaneous,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,6,2,building,List2,1,2,{SL} The chef above the windmill is yelling,,1210.9,169.6,588.7,668.4,339.3,748.3,399.1,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1380.5,1210.9,169.6,588.7,668.4,339.3,748.3,399.1,1147.4
103,negative,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,7,2,instrument,List2,1,2,{SL} The clown below the violin is growing,shrinking,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.918,1,default,clownUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,simultaneous,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,8,2,tool,List2,1,2,{SL} The penguin below the drill is bouncing,previous trial,NA,NA,NA,NA,NA,NA,NA,NA,0.54,1.736,NA,default,penguineUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,simultaneous,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,9,2,funiture,List2,1,2,{SL} The chef above the dresser is drowning,table,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,10,2,instrument,List2,1,2,{SL} The ballerina above the harp is running,,961.5,119.7,568.7,439,79.8,399.1,349.2,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,1081.2,961.5,119.7,568.7,439,79.8,399.1,349.2,748.3
107,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,11,2,fruit,List2,1,2,{SL} The octopus below the lemon is swimming,,781.9,109.7,668.5,598.6,159.7,618.6,468.9,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,891.6,781.9,109.7,668.5,598.6,159.7,618.6,468.9,1087.5
108,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,12,2,building,List2,1,2,{SL} The snail below the castle is melting,,1250.8,109.7,518.9,359.1,189.6,459,289.3,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,1360.5,1250.8,109.7,518.9,359.1,189.6,459,289.3,748.3
109,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,13,2,funiture,List2,1,2,{SL} The rabbit above the chair is smiling,,1111.1,379.1,439.1,598.6,149.7,399,339.3,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1490.2,1111.1,379.1,439.1,598.6,149.7,399,339.3,738.3
110,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,14,2,tool,List2,1,2,{SL} The monkey above the knife is sleeping,,1230.8,99.8,429,319.3,89.8,419.1,139.6,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,1330.6,1230.8,99.8,429,319.3,89.8,419.1,139.6,558.7
111,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,15,2,building,List2,1,2,{SL} The rabbit above the church is shaking,,791.8,149.7,658.5,548.8,129.7,588.6,199.6,NA,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,941.5,791.8,149.7,658.5,548.8,129.7,588.6,199.6,788.2
112,negative,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,16,2,fruit,List2,1,2,{SL} The dog above the apple is barking,,702,109.8,399.1,309.3,109.7,399.1,459,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,811.8,702,109.8,399.1,309.3,109.7,399.1,459,858.1
113,simultaneous,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,17,2,instrument,List2,1,2,{SL} The cowboy above the piano is winking,,1290.7,628.6,339.2,798.2,119.7,369.2,199.5,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1919.3,1290.7,628.6,339.2,798.2,119.7,369.2,199.5,568.7
114,simultaneous,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,18,2,fruit,List2,1,2,{SL} The penguin below the tomato is sneezing,apple,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,negative,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,19,2,weapon,List2,1,2,{SL} The pirate below the gun is coughing,,1001.4,129.7,458.9,329.3,129.7,339.2,588.7,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,1131.1,1001.4,129.7,458.9,329.3,129.7,339.2,588.7,927.9
116,negative,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,20,2,funiture,List2,1,2,{SL} The snail below the table is crawling,,1500.2,668.5,459,708.4,129.7,399.1,488.8,NA,0.14,3.728,0.74,default,snailUnerg.jpeg.default,2168.7,1500.2,668.5,459,708.4,129.7,399.1,488.8,887.9
117,negative,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,21,2,weapon,List2,1,2,{SL} The clown below the canon is walking,not complete,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,22,2,fruit,List2,1,2,{SL} The monkey above the carrot is tripping,previous,NA,NA,NA,NA,NA,NA,NA,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,negative,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,23,2,building,List2,1,2,{SL} The boy below the lighthouse is yawning,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,negative,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,24,2,tool,List2,1,2,{SL} The dog above the hammer is spinning,,751.9,498.9,119.7,858.1,239.4,947.9,558.7,NA,0.12,3.022,0.9,default,dogUnacc.jpeg.default,1250.8,751.9,498.9,119.7,858.1,239.4,947.9,558.7,1506.6
121,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,25,3,building,List2,1,2,{SL} The boy below the lighthouse is yawning,,911.6,129.7,399.1,468.9,99.8,638.5,219.5,NA,0.82,0.771,0.18,default,boyUnerg.jpeg.default,1041.3,911.6,129.7,399.1,468.9,99.8,638.5,219.5,858
122,negative,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,26,3,weapon,List2,1,2,{SL} The pirate below the gun is coughing,,911.6,129.7,518.8,399.1,119.7,429,1027.7,NA,0.7,0.987,0,default,pirateUnerg.jpeg.default,1041.3,911.6,129.7,518.8,399.1,119.7,429,1027.7,1456.7
123,negative,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,27,3,fruit,List2,1,2,{SL} The dog above the apple is barking,sneezed,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,simultaneous,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,28,3,instrument,List2,1,2,{SL} The pirate below the guitar is sinking,,1540.1,219.5,878,309.3,119.8,568.7,279.3,NA,0.72,1.649,0.92,default,pirateUnacc.jpeg.default,1759.6,1540.1,219.5,878,309.3,119.8,568.7,279.3,848
125,negative,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,29,3,weapon,List2,1,2,{SL} The ballerina above the ax is shrinking,sledgehummer,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1.56,0.92,default,ballerinaUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,simultaneous,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,30,3,fruit,List2,1,2,{SL} The octopus below the lemon is swimming,,732,99.7,668.5,239.5,109.7,818.2,439,NA,0.74,1.574,0.11,default,octopusUnerg.jpeg.default,831.7,732,99.7,668.5,239.5,109.7,818.2,439,1257.2
127,negative,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,31,3,fruit,List2,1,2,{SL} The penguin below the tomato is sneezing,,871.7,419,608.6,319.3,129.7,528.8,349.2,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,1290.7,871.7,419,608.6,319.3,129.7,528.8,349.2,878
128,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,32,3,funiture,List2,1,2,{SL} The chef above the dresser is drowning,table,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,33,3,building,List2,1,2,{SL} The snail below the castle is melting,crawling,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3.886,0.58,default,snailUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,34,3,tool,List2,1,2,{SL} The monkey above the knife is sleeping,,791.8,89.8,419.1,359.2,79.8,309.3,309.3,NA,0.9,0.606,0,default,monkeyUnerg.jpeg.default,881.6,791.8,89.8,419.1,359.2,79.8,309.3,309.3,618.6
131,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,35,3,weapon,List2,1,2,{SL} The clown below the canon is walking,did not name the adjucnt noun,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.961,0.24,default,clownUnerg.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,36,3,building,List2,1,2,{SL} The chef above the windmill is yelling,,1171,89.8,728.3,708.4,119.7,508.9,638.5,NA,0.78,0.961,0.06,default,chefUnerg.jpeg.default,1260.8,1171,89.8,728.3,708.4,119.7,508.9,638.5,1147.4
133,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,37,3,instrument,List2,1,2,{SL} The ballerina above the harp is running,,1171,129.7,558.7,369.2,79.8,399.1,289.3,NA,0.84,1.034,0.04,default,ballerinaUnerg.jpeg.default,1300.7,1171,129.7,558.7,369.2,79.8,399.1,289.3,688.4
134,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,38,3,funiture,List2,1,2,{SL} The boy below the desk is floating,,1181,79.8,359.2,419,249.4,688.5,249.4,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,1260.8,1181,79.8,359.2,419,249.4,688.5,249.4,937.9
135,simultaneous,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,39,3,tool,List2,1,2,{SL} The penguin below the drill is bouncing,gun,NA,NA,NA,NA,NA,NA,NA,NA,0.54,1.736,NA,default,penguineUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,negative,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,40,3,funiture,List2,1,2,{SL} The snail below the table is crawling,,1141,89.8,598.7,209.5,199.5,578.7,299.4,NA,0.14,3.728,0.74,default,snailUnerg.jpeg.default,1230.8,1141,89.8,598.7,209.5,199.5,578.7,299.4,878.1
137,simultaneous,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,41,3,tool,List2,1,2,{SL} The dog above the hammer is spinning,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.12,3.022,0.9,default,dogUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,42,3,instrument,List2,1,2,{SL} The clown below the violin is growing,,1210.9,189.6,538.7,409.1,159.6,778.3,538.7,NA,0.7,1.918,1,default,clownUnacc.jpeg.default,1400.5,1210.9,189.6,538.7,409.1,159.6,778.3,538.7,1317
139,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,43,3,building,List2,1,2,{SL} The rabbit above the church is shaking,monkey,NA,NA,NA,NA,NA,NA,NA,NA,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,44,3,instrument,List2,1,2,{SL} The cowboy above the piano is winking,,1121.1,129.7,379.1,498.9,129.7,449,269.4,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1250.8,1121.1,129.7,379.1,498.9,129.7,449,269.4,718.4
141,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,45,3,tool,List2,1,2,{SL} The octopus below the spoon is boiling,,801.8,89.8,618.6,359.2,119.7,688.5,379.1,NA,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,891.6,801.8,89.8,618.6,359.2,119.7,688.5,379.1,1067.6
142,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,46,3,fruit,List2,1,2,{SL} The monkey above the carrot is tripping,,781.9,109.7,409.1,309.3,109.7,598.7,319.2,NA,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,891.6,781.9,109.7,409.1,309.3,109.7,598.7,319.2,917.9
143,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,47,3,weapon,List2,1,2,{SL} The cowboy above the sword is falling,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,48,3,funiture,List2,1,2,{SL} The rabbit above the chair is smiling,,1380.5,269.4,449,389.1,129.7,498.9,319.2,NA,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1649.9,1380.5,269.4,449,389.1,129.7,498.9,319.2,818.1
145,negative,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,49,4,instrument,List2,1,2,{SL} The cowboy above the piano is winking,,1190.9,109.8,359.2,498.8,159.7,419,289.4,NA,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1300.7,1190.9,109.8,359.2,498.8,159.7,419,289.4,708.4
146,negative,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,50,4,fruit,List2,1,2,{SL} The penguin below the tomato is sneezing,,1131.1,149.6,558.8,419,79.8,498.9,279.4,NA,0.78,1.088,NA,default,penguineUnerg.jpeg.default,1280.7,1131.1,149.6,558.8,419,79.8,498.9,279.4,778.3
147,simultaneous,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,51,4,funiture,List2,1,2,{SL} The boy below the desk is floating,repair,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.718,0.92,default,boyUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,simultaneous,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,52,4,fruit,List2,1,2,{SL} The dog above the apple is barking,,911.6,349.2,558.7,508.8,99.8,478.9,469,NA,0.7,0.987,0,default,dogUnerg.jpeg.default,1260.8,911.6,349.2,558.7,508.8,99.8,478.9,469,947.9
149,negative,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,53,4,funiture,List2,1,2,{SL} The chef above the dresser is drowning,desk,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1.912,1,default,chefUnacc.jpeg.default,NA,NA,NA,NA,NA,NA,NA,NA,NA
