"","Relatedness","VerbType","Pic","Picture","PictureVersion","Distractor","DistractorType","Verb","Anoun","Snoun","Order","expName","participant","Transcription","Utterance","Vcodability","Vagr","Vfreq","Aagreement","Acodability","Afreq","Sfreq","Scodability","Onset","The","dog","above","the","apple","is","soa","syllable","visual_complexity","unaccusativity","OnsetThe","experiment"
"51","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","lighthouse","Noun","bark","apple","dog",51,"List1",1,"{SL} The dog above the apple is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,1579.4,129.7,409,788.2,159.7,738.3,149.7,"n150","long",8241,0,1709.1,"Exp1"
"52","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","fall","Verb","sink","guitar","pirate",52,"List1",1,"{SL} The pirate below the guitar is sinking","",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,1469.6,209.5,588.7,369.2,79.8,987.7,618.6,"n150","long",12032,0.92,1679.1,"Exp1"
"53","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","sword","Noun","shrink","ax","ballerina",53,"List1",1,"{SL} The ballerina above the ax is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,1190.2,229.5,1037.7,359.2,189.5,449,179.6,"n150","short",7849,0.92,1419.7,"Exp1"
"54","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","run","Verb","swim","lemon","octopus",54,"List1",1,"{SL} The octopus below the lemon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,950.8,159.6,927.9,977.8,229.5,558.7,209.5,"n150","long",8524,0.11,1110.4,"Exp1"
"55","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","carrot","Noun","sneeze","tomato","penguin",55,"List1",1,"{SL} The penguin below the tomato is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,1409.8,59.8,449,449,189.5,518.9,997.7,"n150","long",8388,0.04,1469.6,"Exp1"
"56","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","bounce","Verb","drown","drawer","chef",56,"List1",1,"{SL} The chef above the drawer is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,0.774,1499.5,139.7,638.6,917.9,119.7,548.8,259.4,"n150","long",21173,1,1639.2,"Exp1"
"57","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","boil","Verb","melt","castle","snail",57,"List1",1,"{SL} The snail below the castle is melting","",3.886,0.16,2781,1,0,3.332,10191,0,1280,149.7,339.2,329.3,159.6,558.8,169.6,"n150","long",22746,0.58,1429.7,"Exp1"
"58","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yell","Verb","sleep","knife","monkey",58,"List1",1,"{SL} The monkey above the knife is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,1040.6,319.3,698.4,538.8,818.1,478.9,389.1,"n150","long",8773,0,1359.9,"Exp1"
"59","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","crawl","Verb","walk","canon","clown",59,"List1",1,"{SL} The clown below the canon is walking","repair",2.218,0.58,33093,1,0.111,1.946,2761,1.896,NA,NA,NA,NA,NA,NA,NA,"n150","long",17678,0.24,NA,"Exp1"
"60","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","lighthouse","Noun","yell","windmill","chef",60,"List1",1,"{SL} The chef above the windmill is yelling","",0.961,0.78,3322,0.93,0.55,2.303,1418,1.194,2277.8,119.7,389.1,888,109.8,578.6,169.7,"n150","long",12430,0.06,2397.5,"Exp1"
"61","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","sneeze","Verb","run","harp","ballerina",61,"List1",1,"{SL} The ballerina above the harp is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,2158,129.8,618.5,498.9,209.5,449,269.4,"n150","short",14170,0.04,2287.8,"Exp1"
"62","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","violin","Noun","float","desk","boy",62,"List1",1,"{SL} The boy below the desk is floating","drawers",1.718,0.7,5704,1,0,4.522,42823,1.733,NA,NA,NA,NA,NA,NA,NA,"n150","short",17761,0.92,NA,"Exp1"
"63","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","drown","Verb","bounce","drill","penguin",63,"List1",1,"{SL} The penguin below the drill is bouncing","",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,1998.4,229.5,668.5,508.8,139.7,399.1,139.7,"n150","short",16254,0.56,2227.9,"Exp1"
"64","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","tomato","Noun","crawl","table","snail",64,"List1",1,"{SL} The snail below the table is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,1978.5,89.8,508.8,459,109.7,548.8,289.3,"n150","long",12010,0.74,2068.3,"Exp1"
"65","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","trip","Verb","spin","hammer","dog",65,"List1",1,"{SL} The dog above the hammer is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.995,1190.2,189.6,369.2,419,159.7,478.9,169.6,"n150","long",9533,0.9,1379.8,"Exp1"
"66","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","desk","Noun","grow","violin","clown",66,"List1",1,"{SL} The clown below the violin is growing","",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,1190.2,159.7,528.8,439,149.6,618.6,159.7,"n150","long",8571,1,1349.9,"Exp1"
"67","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","castle","Noun","shake","church","rabbit",67,"List1",1,"{SL} The rabbit above the church is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,1838.8,139.7,478.9,359.2,149.6,429,169.7,"n150","short",34595,0.8,1978.5,"Exp1"
"68","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","guitar","Noun","wink","piano","cowboy",68,"List1",1,"{SL} The cowboy above the piano is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,2367.6,209.5,488.9,379.1,109.8,708.4,169.6,"n150","long",19570,0.24,2577.1,"Exp1"
"69","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","ax","Noun","boil","spoon","octopus",69,"List1",1,"{SL} The octopus below the spoon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1898.6,149.7,608.6,329.3,119.7,409.1,139.6,"n150","short",7344,0.96,2048.3,"Exp1"
"70","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","tomato","Noun","trip","carrot","monkey",70,"List1",1,"{SL} The monkey above the carrot is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,960.8,99.7,439,309.3,139.7,548.8,219.5,"n150","long",13201,0.59,1060.5,"Exp1"
"71","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","boil","Verb","fall","sword","cowboy",71,"List1",1,"{SL} The cowboy above the sword is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1349.9,109.7,439,449,99.8,389.1,189.6,"n150","short",10243,0.98,1459.6,"Exp1"
"72","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","swim","Verb","smile","chair","rabbit",72,"List1",1,"{SL} The rabbit above the chair is smiling","",2.748,0.46,12276,1,0,4.92,5751,1.061,1090.5,139.7,468.9,299.3,109.8,429,139.7,"n150","short",11238,0.11,1230.2,"Exp1"
"73","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","carrot","Noun","wink","piano","cowboy",73,"List1",1,"{SL} The cowboy above the piano is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,2437.4,89.8,488.9,359.2,109.7,449,179.6,"n150","long",19570,0.24,2527.2,"Exp1"
"74","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","table","Noun","sneeze","tomato","penguin",74,"List1",1,"{SL} The penguin below the tomato is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,2028.3,109.8,478.9,299.3,99.8,658.5,199.5,"n150","long",8388,0.04,2138.1,"Exp1"
"75","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","drown","Verb","float","desk","boy",75,"List1",1,"{SL} The boy below the desk is floating","",1.718,0.7,5704,1,0,4.522,42823,1.733,1659.2,209.5,1047.6,957.8,788.3,927.8,219.6,"n150","short",17761,0.92,1868.7,"Exp1"
"76","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","yell","Verb","bark","apple","dog",76,"List1",1,"{SL} The dog above the apple is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,1988.4,169.6,1277.1,578.7,99.8,409.1,149.6,"n150","long",8241,0,2158,"Exp1"
"77","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","table","Noun","drown","drawer","chef",77,"List1",1,"{SL} The chef above the drawer is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,0.774,1349.9,1107.5,1177.3,588.7,139.6,498.9,109.8,"n150","long",21173,1,2457.4,"Exp1"
"78","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","trip","Verb","melt","castle","snail",78,"List1",1,"{SL} The snail below the castle is melting","",3.886,0.16,2781,1,0,3.332,10191,0,1579.4,99.7,409.1,389.1,139.7,618.6,179.6,"n150","long",22746,0.58,1679.1,"Exp1"
"79","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","spoon","Noun","shrink","ax","ballerina",79,"List1",1,"{SL} The ballerina above the ax is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,1559.4,79.8,658.5,419.1,129.7,339.2,159.7,"n150","short",7849,0.92,1639.2,"Exp1"
"80","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","melt","Verb","boil","spoon","octopus",80,"List1",1,"{SL} The octopus below the spoon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1090.5,109.7,588.7,838.1,668.5,458.9,259.4,"n150","short",7344,0.96,1200.2,"Exp1"
"81","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","sink","Verb","spin","hammer","dog",81,"List1",1,"{SL} The dog above the hammer is spinning","",3.022,0.12,10683,1,0.057,2.485,58314,0.995,980.7,139.7,379.1,598.7,109.7,429.1,79.8,"n150","long",9533,0.9,1120.4,"Exp1"
"82","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","chair","Noun","yell","windmill","chef",82,"List1",1,"{SL} The chef above the windmill is yelling","",0.961,0.78,3322,0.93,0.55,2.303,1418,1.194,1429.7,708.4,618.6,1057.6,139.7,409,139.7,"n150","long",12430,0.06,2138.1,"Exp1"
"83","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","ax","Noun","fall","sword","cowboy",83,"List1",1,"{SL} The cowboy above the sword is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1818.8,119.7,528.8,558.8,119.7,359.2,179.6,"n150","short",10243,0.98,1938.5,"Exp1"
"84","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","spin","Verb","sink","guitar","pirate",84,"List1",1,"{SL} The pirate below the guitar is sinking","dro.. Sinking",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0.92,NA,"Exp1"
"85","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","shrink","Verb","grow","violin","clown",85,"List1",1,"{SL} The clown below the violin is growing","",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,1230.2,289.3,488.9,339.2,89.8,518.8,139.7,"n150","long",8571,1,1519.5,"Exp1"
"86","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","piano","Noun","trip","carrot","monkey",86,"List1",1,"{SL} The monkey above the carrot is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,811.1,129.7,558.7,359.2,99.8,878,289.4,"n150","long",13201,0.59,940.8,"Exp1"
"87","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","desk","Noun","smile","chair","rabbit",87,"List1",1,"{SL} The rabbit above the chair is smiling","",2.748,0.46,12276,1,0,4.92,5751,1.061,960.8,139.7,448.9,379.2,139.7,458.9,109.8,"n150","short",11238,0.11,1100.5,"Exp1"
"88","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","cough","Verb","walk","canon","clown",88,"List1",1,"{SL} The clown below the canon is walking","",2.218,0.58,33093,1,0.111,1.946,2761,1.896,1300,159.6,419.1,299.3,99.8,498.8,139.7,"n150","long",17678,0.24,1459.6,"Exp1"
"89","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","smile","Verb","swim","lemon","octopus",89,"List1",1,"{SL} The octopus below the lemon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,591.6,399.1,708.4,478.9,159.6,598.7,239.4,"n150","long",8524,0.11,990.7,"Exp1"
"90","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","bark","Verb","yawn","lighthouse","boy",90,"List1",1,"{SL} The boy below the lighthouse is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,1339.9,109.8,309.3,299.3,269.4,718.3,129.7,"n150","long",31692,0.18,1449.7,"Exp1"
"91","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","harp","Noun","shake","church","rabbit",91,"List1",1,"{SL} The rabbit above the church is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,960.8,139.7,528.8,558.7,139.7,458.9,209.5,"n150","short",34595,0.8,1100.5,"Exp1"
"92","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","sneeze","Verb","cough","gun","pirate",92,"List1",1,"{SL} The pirate below the gun is coughing","",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,1100.5,219.5,429,1177.3,528.8,339.2,139.7,"n150","short",10904,0,1320,"Exp1"
"93","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","hammer","Noun","bounce","drill","penguin",93,"List1",1,"{SL} The penguin below the drill is bouncing","",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,1300,129.7,858.1,548.7,179.6,578.7,558.7,"n150","short",16254,0.56,1429.7,"Exp1"
"94","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","walk","Verb","crawl","table","snail",94,"List1",1,"{SL} The snail below the table is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,1030.6,149.7,379.1,369.2,139.7,588.6,169.6,"n150","long",12010,0.74,1180.3,"Exp1"
"95","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","spoon","Noun","sleep","knife","monkey",95,"List1",1,"{SL} The monkey above the knife is sleeping","below_ above",0.606,0.9,25606,1,0.057,3.807,4882,0.357,NA,NA,NA,NA,NA,NA,NA,"n150","long",8773,0,NA,"Exp1"
"96","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","violin","Noun","run","harp","ballerina",96,"List1",1,"{SL} The ballerina above the harp is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,1639.2,79.8,648.6,478.9,109.7,399.1,179.6,"n150","short",14170,0.04,1719,"Exp1"
"97","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.spoon","","knife","Noun","boil","spoon","octopus",1,"List2",2,"{SL} The octopus below the spoon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1140.6,139.7,508.8,279.4,159.6,578.7,399.1,"n150","short",7344,0.96,1280.3,"Exp1"
"98","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","float","Verb","shrink","ax","ballerina",2,"List2",2,"{SL} The ballerina above the ax is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,1120.6,588.7,608.6,329.3,79.8,429,169.6,"n150","short",7849,0.92,1709.3,"Exp1"
"99","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.desk","A","chair","Noun","float","desk","boy",3,"List2",2,"{SL} The boy below the desk is floating","",1.718,0.7,5704,1,0,4.522,42823,1.733,961,79.8,259.4,469,169.6,538.8,189.5,"n150","short",17761,0.92,1040.8,"Exp1"
"100","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.sword","B","sink","Verb","fall","sword","cowboy",4,"List2",2,"{SL} The cowboy above the sword is falling","",1.114,0.84,46059,0.92,0.522,2.89,2826,0.885,1260.3,129.7,449,299.3,129.7,419.1,169.6,"n150","short",10243,0.98,1390,"Exp1"
"101","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","gun","Noun","sink","guitar","pirate",5,"List2",2,"{SL} The pirate below the guitar is sinking","",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,1400,359.2,458.9,269.4,119.8,608.6,159.6,"n150","long",12032,0.92,1759.2,"Exp1"
"102","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","sleep","Verb","yell","windmill","chef",6,"List2",2,"{SL} The chef above the windmill is yelling","",0.961,0.78,3322,0.93,0.55,2.303,1418,1.194,1110.7,99.7,399.1,409.1,99.8,518.8,149.6,"n150","long",12430,0.06,1210.4,"Exp1"
"103","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.violin","B","harp","Noun","grow","violin","clown",7,"List2",2,"{SL} The clown below the violin is growing","",1.786,0.7,24803,0.82,0.858,1.946,2761,0.179,1250.3,708.4,449,339.2,159.7,558.7,149.7,"n150","long",8571,1,1958.7,"Exp1"
"104","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.drill","","shake","Verb","bounce","drill","penguin",8,"List2",2,"{SL} The penguin below the drill is bouncing","jumping",1.645,0.54,4243,0.63,1.704,2.197,2222,0.303,NA,NA,NA,NA,NA,NA,NA,"n150","short",16254,0.56,NA,"Exp1"
"105","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","float","Verb","drown","drawer","chef",9,"List2",2,"{SL} The chef above the drawer is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,0.774,1210.4,349.2,429.1,548.7,399.1,718.4,967.8,"n150","long",21173,1,1559.6,"Exp1"
"106","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.harp","B","swim","Verb","run","harp","ballerina",10,"List2",2,"{SL} The ballerina above the harp is running","",1.034,0.84,223338,0.96,0.388,1.386,140,1.707,1559.6,129.7,558.8,498.8,109.8,379.1,209.6,"n150","short",14170,0.04,1689.3,"Exp1"
"107","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","cannon","Noun","swim","lemon","octopus",11,"List2",2,"{SL} The octopus below the lemon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,1290.2,109.8,608.6,339.2,119.8,478.9,89.8,"n150","long",8524,0.11,1400,"Exp1"
"108","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","knife","Noun","melt","castle","snail",12,"List2",2,"{SL} The snail below the castle is melting","",3.886,0.16,2781,1,0,3.332,10191,0,1400,59.9,349.2,309.3,99.7,578.7,179.6,"n150","long",22746,0.58,1459.9,"Exp1"
"109","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.chair","","wink","Verb","smile","chair","rabbit",13,"List2",2,"{SL} The rabbit above the chair is smiling","",2.748,0.46,12276,1,0,4.92,5751,1.061,871.2,578.7,498.9,259.4,119.7,339.2,69.9,"n150","short",11238,0.11,1449.9,"Exp1"
"110","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yawn","Verb","sleep","knife","monkey",14,"List2",2,"{SL} The monkey above the knife is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,831.3,99.8,448.9,259.5,119.7,299.3,109.8,"n150","long",8773,0,931.1,"Exp1"
"111","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.church","","grow","Verb","shake","church","rabbit",15,"List2",2,"{SL} The rabbit above the church is shaking","",2.711,0.54,5292,0.96,0.282,5.215,5751,1.086,1290.2,269.4,469,299.3,189.6,458.9,169.6,"n150","short",34595,0.8,1559.6,"Exp1"
"112","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","lemon","Noun","bark","apple","dog",16,"List2",2,"{SL} The dog above the apple is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,1120.6,99.8,379.1,598.7,209.5,598.6,309.3,"n150","long",8241,0,1220.4,"Exp1"
"113","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.piano","A","crawl","Verb","wink","piano","cowboy",17,"List2",2,"{SL} The cowboy above the piano is winking","",1.643,0.64,1494,1,0.029,3.332,2826,0.35,1160.5,99.8,439,459,79.8,558.7,129.7,"n150","long",19570,0.24,1260.3,"Exp1"
"114","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","run","Verb","sneeze","tomato","penguin",18,"List2",2,"{SL} The penguin below the tomato is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,1150.6,99.7,688.5,259.4,89.8,449,608.6,"n150","long",8388,0.04,1250.3,"Exp1"
"115","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","cannon","Noun","cough","gun","pirate",19,"List2",2,"{SL} The pirate below the gun is coughing","",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,1130.6,119.7,379.2,399.1,209.5,419,149.7,"n150","short",10904,0,1250.3,"Exp1"
"116","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.table","","dresser","Noun","crawl","table","snail",20,"List2",2,"{SL} The snail below the table is crawling","",3.728,0.14,3131,0.98,0.141,5.464,10191,0,921.1,119.7,329.3,518.8,319.3,638.5,289.4,"n150","long",12010,0.74,1040.8,"Exp1"
"117","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","lemon","Noun","walk","canon","clown",21,"List2",2,"{SL} The clown below the canon is walking","ah_",2.218,0.58,33093,1,0.111,1.946,2761,1.896,NA,NA,NA,NA,NA,NA,NA,"n150","long",17678,0.24,NA,"Exp1"
"118","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.carrot","A","melt","Verb","trip","carrot","monkey",22,"List2",2,"{SL} The monkey above the carrot is tripping","",3.082,0.36,28399,1,0,2.197,4882,0.815,1699.3,309.3,409.1,458.9,179.6,568.7,279.4,"n150","long",13201,0.59,2008.6,"Exp1"
"119","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","apple","Noun","yawn","lighthouse","boy",23,"List2",2,"{SL} The boy below the lighthouse is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,1300.2,99.8,239.5,389.1,89.8,648.5,139.7,"n150","long",31692,0.18,1400,"Exp1"
"120","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.hammer","B","dresser","Noun","spin","hammer","dog",24,"List2",2,"{SL} The dog above the hammer is spinning","is turning",3.022,0.12,10683,1,0.057,2.485,58314,0.995,NA,NA,NA,NA,NA,NA,NA,"n150","long",9533,0.9,NA,"Exp1"
"121","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.lighthouse","B","sleep","Verb","yawn","lighthouse","boy",25,"List2",2,"{SL} The boy below the lighthouse is yawning","",0.771,0.82,1333,0.94,0.409,1.386,42823,1.896,1110.7,99.7,229.5,389.1,99.8,568.7,99.8,"n150","long",31692,0.18,1210.4,"Exp1"
"122","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.gun","","guitar","Noun","cough","gun","pirate",26,"List2",2,"{SL} The pirate below the gun is coughing","",0.987,0.7,2215,0.9,0.687,4.605,6292,0.69,1619.5,169.6,359.2,429,658.5,409.1,389.1,"n150","short",10904,0,1789.1,"Exp1"
"123","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.apple","A","lighthouse","Noun","bark","apple","dog",27,"List2",2,"{SL} The dog above the apple is barking","",0.987,0.7,2441,1,0.029,3.434,58314,0.629,911.1,119.7,259.4,269.4,209.6,369.1,119.7,"n150","long",8241,0,1030.8,"Exp1"
"124","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.guitar","","fall","Verb","sink","guitar","pirate",28,"List2",2,"{SL} The pirate below the guitar is sinking","",1.594,0.72,8579,0.98,0.141,2.079,6292,0.592,1270.3,99.8,399.1,359.1,728.4,498.9,99.7,"n150","long",12032,0.92,1370.1,"Exp1"
"125","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.ax","A","sword","Noun","shrink","ax","ballerina",29,"List2",2,"{SL} The ballerina above the ax is shrinking","",1.56,0.76,4085,0.86,0.668,2.303,140,1.937,1100.7,179.6,488.9,329.2,129.7,339.2,119.8,"n150","short",7849,0.92,1280.3,"Exp1"
"126","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.lemon","","run","Verb","swim","lemon","octopus",30,"List2",2,"{SL} The octopus below the lemon is swimming","",1.574,0.74,5116,0.96,0.31,2.773,900,0.48,971,59.8,538.8,289.4,99.7,419.1,79.8,"n150","long",8524,0.11,1030.8,"Exp1"
"127","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.tomato","","carrot","Noun","sneeze","tomato","penguin",31,"List2",2,"{SL} The penguin below the tomato is sneezing","",1.088,0.78,540,0.98,0.141,2.708,2222,0.689,981,189.5,459,399.1,828.1,478.9,748.3,"n150","long",8388,0.04,1170.5,"Exp1"
"128","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.drawer","A","bounce","Verb","drown","drawer","chef",32,"List2",2,"{SL} The chef above the drawer is drowning","",1.912,0.68,1415,0.48,2.095,1.792,1418,0.774,1529.7,389.1,449,508.8,129.7,688.5,259.4,"n150","long",21173,1,1918.8,"Exp1"
"129","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.castle","","boil","Verb","melt","castle","snail",33,"List2",2,"{SL} The snail below the castle is melting","beneath",3.886,0.16,2781,1,0,3.332,10191,0,NA,NA,NA,NA,NA,NA,NA,"n150","long",22746,0.58,NA,"Exp1"
"130","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.knife","B","yell","Verb","sleep","knife","monkey",34,"List2",2,"{SL} The monkey above the knife is sleeping","",0.606,0.9,25606,1,0.057,3.807,4882,0.357,1599.5,69.9,389.1,449,488.9,419,89.8,"n150","long",8773,0,1669.4,"Exp1"
"131","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.canon","A","crawl","Verb","walk","canon","clown",35,"List2",2,"{SL} The clown below the canon is walking","repair",2.218,0.58,33093,1,0.111,1.946,2761,1.896,NA,NA,NA,NA,NA,NA,NA,"n150","long",17678,0.24,NA,"Exp1"
"132","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.windmill","B","lighthouse","Noun","yell","windmill","chef",36,"List2",2,"{SL} The chef above the windmill is yelling","",0.961,0.78,3322,0.93,0.55,2.303,1418,1.194,1120.6,89.8,319.3,289.3,129.8,518.8,189.5,"n150","long",12430,0.06,1210.4,"Exp1"
