,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,X,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
35,lemon,Unerg,octopusUnerg.jpeg,cannon,swim,Nunrel,octopus,35,2,fruit,List1,101,{SL} The octopus below the lemon is swimming,,811.1,99.8,379.1,229.5,69.8,309.3,99.8,NA,0,Unrelated,Noun,910.9,678.4,409.1,1087.5,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
36,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,36,2,building,List1,101,{SL} The snail below the castle is melting,,841,59.9,349.2,199.6,59.8,439,89.8,NA,0,Unrelated,Noun,900.9,608.6,528.8,1137.4,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
37,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,37,2,funiture,List1,101,{SL} The rabbit above the chair is smiling,,1140.4,69.8,329.3,239.4,59.9,468.9,1057.7,NA,0,Related,Verb,1210.2,628.6,1526.6,2155.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
38,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,38,2,tool,List1,101,{SL} The monkey above the knife is sleeping,,1000.7,69.8,269.4,219.5,69.9,319.2,69.9,NA,0,Related,Verb,1070.5,558.8,389.1,947.9,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
39,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,39,2,building,List1,101,{SL} The rabbit above the church is shaking,,940.8,59.9,299.3,199.5,69.9,359.2,59.8,NA,0,Unrelated,Verb,1000.7,568.7,419,987.7,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
40,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,40,2,fruit,List1,101,{SL} The dog above the apple is barking,,910.9,89.8,249.4,279.4,319.3,429,129.7,NA,0,Related,Noun,1000.7,848.1,558.7,1406.8,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
41,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,41,2,instrument,List1,101,{SL} The cowboy above the piano is winking,,960.8,59.8,299.4,249.4,69.8,478.9,89.8,NA,0,Unrelated,Verb,1020.6,618.6,568.7,1187.3,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
42,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,42,2,fruit,List1,101,{SL} The penguin below the tomato is sneezing,,940.8,59.9,389.1,229.5,99.7,498.9,199.6,NA,0,Unrelated,Verb,1000.7,718.3,698.5,1416.8,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
43,gun,Unerg,pirateUnerg.jpeg,cannon,cough,Nrel,pirate,43,2,weapon,List1,101,{SL} The pirate below the gun is coughing,,1300,59.9,319.2,189.6,69.8,269.4,89.8,NA,0,Related,Noun,1359.9,578.6,359.2,937.8,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
44,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,44,2,funiture,List1,101,{SL} The snail below the table is crawling,desk,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
45,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,45,2,weapon,List1,101,{SL} The clown below the canon is walking,,1060.5,59.9,329.3,179.6,69.8,409.1,129.7,NA,0,Unrelated,Noun,1120.4,578.7,538.8,1117.5,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
46,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,46,2,fruit,List1,101,{SL} The monkey above the carrot is tripping,,1110.4,69.9,259.4,199.5,59.9,728.4,79.8,NA,0,Unrelated,Verb,1180.3,518.8,808.2,1327,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
47,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,47,2,building,List1,101,{SL} The boy below the lighthouse is yawning,,1010.7,99.7,289.4,359.2,329.3,528.8,59.8,NA,0,Unrelated,Noun,1110.4,977.9,588.6,1566.5,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
48,hammer,Unacc,dogUnacc.jpeg,dresser,spin,Nunrel,dog,48,2,tool,List1,101,{SL} The dog above the hammer is spinning,,1180.3,79.8,269.4,189.5,59.9,628.7,5208.1,NA,0,Unrelated,Noun,1260.1,518.8,5836.8,6355.6,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
49,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,49,3,building,List1,101,{SL} The boy below the lighthouse is yawning,,1010.7,89.8,199.5,239.5,69.8,468.9,69.9,NA,0,Related,Verb,1100.5,508.8,538.8,1047.6,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
50,gun,Unerg,pirateUnerg.jpeg,guitar,cough,Nunrel,pirate,50,3,weapon,List1,101,{SL} The pirate below the gun is coughing,,970.7,59.9,289.4,169.6,79.8,279.4,89.7,NA,0,Unrelated,Noun,1030.6,538.8,369.1,907.9,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
51,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,51,3,fruit,List1,101,{SL} The dog above the apple is barking,,831.1,69.8,239.5,189.5,99.8,309.3,99.8,NA,0,Unrelated,Noun,900.9,528.8,409.1,937.9,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
52,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,52,3,instrument,List1,101,{SL} The pirate below the guitar is sinking,,910.9,99.8,279.3,179.6,89.8,339.2,59.9,NA,0,Related,Verb,1010.7,548.7,399.1,947.8,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
53,ax,Unacc,ballerinaUnacc.jpeg,sword,shrink,Nrel,ballerina,53,3,weapon,List1,101,{SL} The ballerina above the ax is shrinking,,950.8,59.9,419,239.5,129.7,289.3,79.8,NA,0,Related,Noun,1010.7,788.2,369.1,1157.3,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
54,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,54,3,fruit,List1,101,{SL} The octopus below the lemon is swimming,,930.8,119.8,399.1,239.4,79.8,289.4,79.8,NA,0,Related,Verb,1050.6,718.3,369.2,1087.5,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
55,tomato,Unerg,penguineUnerg.jpeg,carrot,sneeze,Nrel,penguine,55,3,fruit,List1,101,{SL} The penguin below the tomato is sneezing,,1260.1,59.9,379.1,229.5,59.8,469,79.8,NA,0,Related,Noun,1320,668.4,548.8,1217.2,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
56,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,56,3,funiture,List1,101,{SL} The chef above the dresser is drowning,,1509.5,59.9,249.4,249.5,59.8,488.9,99.8,NA,0,Unrelated,Verb,1569.4,558.7,588.7,1147.4,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
57,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,57,3,building,List1,101,{SL} The snail below the castle is melting,,771.2,69.8,279.4,199.6,59.8,488.9,189.6,NA,0,Related,Verb,841,538.8,678.5,1217.3,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
58,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,58,3,tool,List1,101,{SL} The monkey above the knife is sleeping,,801.1,79.9,289.3,229.5,69.8,429,89.8,NA,0,Unrelated,Verb,881,588.6,518.8,1107.4,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
59,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,59,3,weapon,List1,101,{SL} The clown below the canon is walking,,890.9,69.9,319.2,688.5,69.8,299.3,169.7,NA,0,Related,Verb,960.8,1077.5,469,1546.5,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
60,windmill,Unerg,chefUnerg.jpeg,lighthouse,yell,Nrel,chef,60,3,building,List1,101,{SL} The chef above the windmill is yelling,li.. Windmill,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
61,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,61,3,instrument,List1,101,{SL} The ballerina above the harp is running,,1050.6,59.8,419.1,179.6,69.8,309.3,159.6,NA,0,Unrelated,Verb,1110.4,668.5,468.9,1137.4,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
62,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,62,3,funiture,List1,101,{SL} The boy below the desk is floating,dresser,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
63,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,63,3,tool,List1,101,{SL} The penguin below the drill is bouncing,,881,59.8,289.4,199.5,89.8,419,119.8,NA,0,Unrelated,Verb,940.8,578.7,538.8,1117.5,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
64,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,64,3,funiture,List1,101,{SL} The snail below the table is crawling,wa_ crawling,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
65,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,65,3,tool,List1,101,{SL} The dog above the hammer is spinning,,970.7,99.8,818.2,249.4,59.9,828.2,59.8,NA,0,Related,Verb,1070.5,1127.5,888,2015.5,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
66,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,66,3,instrument,List1,101,{SL} The clown below the violin is growing,,910.9,79.8,339.2,179.6,89.8,419.1,139.6,NA,0,Unrelated,Noun,990.7,608.6,558.7,1167.3,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
67,church,Unacc,rabbitUnacc.jpeg,castle,shake,Nrel,rabbit,67,3,building,List1,101,{SL} The rabbit above the church is shaking,,1270.1,59.8,279.4,199.5,79.9,548.7,89.8,NA,0,Related,Noun,1329.9,558.8,638.5,1197.3,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
68,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,68,3,instrument,List1,101,{SL} The cowboy above the piano is winking,,591.6,1686.1,389.1,708.5,329.2,668.5,169.6,NA,0,Related,Noun,2277.7,1426.8,838.1,2264.9,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
69,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,69,3,tool,List1,101,{SL} The octopus below the spoon is boiling,,1160.3,99.8,758.2,309.3,59.9,409.1,119.7,NA,0,Unrelated,Noun,1260.1,1127.4,528.8,1656.2,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
70,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,70,3,fruit,List1,101,{SL} The monkey above the carrot is tripping,,1010.7,79.8,309.3,329.2,79.8,339.3,119.7,NA,0,Related,Noun,1090.5,718.3,459,1177.3,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
71,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,71,3,weapon,List1,101,{SL} The cowboy above the sword is falling,,980.7,69.9,319.2,209.6,59.8,279.4,99.8,NA,0,Unrelated,Verb,1050.6,588.6,379.2,967.8,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
72,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,72,3,funiture,List1,101,{SL} The rabbit above the chair is smiling,,881,59.8,259.4,189.6,79.8,419.1,169.6,NA,0,Unrelated,Verb,940.8,528.8,588.7,1117.5,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
73,piano,Unerg,cowboyUnerg.jpeg,carrot,wink,Nunrel,cowboy,73,4,instrument,List1,101,{SL} The cowboy above the piano is winking,,1050.6,69.8,249.4,319.3,1017.8,468.9,149.7,NA,0,Unrelated,Noun,1120.4,1586.5,618.6,2205.1,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
74,tomato,Unerg,penguineUnerg.jpeg,table,sneeze,Nunrel,penguine,74,4,fruit,List1,101,{SL} The penguin below the tomato is sneezing,,1000.7,79.8,359.2,259.4,109.7,329.3,738.3,NA,0,Unrelated,Noun,1080.5,728.3,1067.6,1795.9,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
75,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,75,4,funiture,List1,101,{SL} The boy below the desk is floating,,950.8,69.8,189.6,229.5,578.6,708.4,139.7,NA,0,Related,Verb,1020.6,997.7,848.1,1845.8,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
76,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,76,4,fruit,List1,101,{SL} The dog above the apple is barking,,920.9,79.8,229.5,229.4,99.8,279.4,99.7,NA,0,Related,Verb,1000.7,558.7,379.1,937.8,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
77,dresser,Unacc,chefUnacc.jpeg,table,drown,Nrel,chef,77,4,funiture,List1,101,{SL} The chef above the dresser is drowning,,980.7,79.8,239.5,239.5,59.8,459,69.8,NA,0,Related,Noun,1060.5,538.8,528.8,1067.6,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
78,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,78,4,building,List1,101,{SL} The snail below the castle is melting,,920.9,59.8,249.5,189.5,69.9,409,89.8,NA,0,Unrelated,Verb,980.7,508.9,498.8,1007.7,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
79,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,79,4,weapon,List1,101,{SL} The ballerina above the ax is shrinking,,980.7,149.7,369.1,209.6,139.6,269.4,69.9,NA,0,Unrelated,Noun,1130.4,718.3,339.3,1057.6,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
80,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,80,4,tool,List1,101,{SL} The octopus below the spoon is boiling,,1020.6,109.8,369.1,209.6,69.8,648.5,119.7,NA,0,Related,Verb,1130.4,648.5,768.2,1416.7,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
81,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List1,101,{SL} The dog above the hammer is spinning,,1080.5,69.8,229.5,199.6,59.8,319.3,69.8,NA,0,Unrelated,Verb,1150.3,488.9,389.1,878,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
82,windmill,Unerg,chefUnerg.jpeg,chair,yell,Nunrel,chef,82,4,building,List1,101,{SL} The chef above the windmill is yelling,shouting,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
83,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,83,4,weapon,List1,101,{SL} The cowboy above the sword is falling,,1629.3,109.7,369.2,329.2,59.9,638.6,189.6,NA,0,Related,Noun,1739,758.3,828.2,1586.5,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
84,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,84,4,instrument,List1,101,{SL} The pirate below the guitar is sinking,,1210.2,79.8,299.3,788.2,129.8,598.6,79.8,NA,0,Unrelated,Verb,1290,1217.3,678.4,1895.7,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
85,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,85,4,instrument,List1,101,{SL} The clown below the violin is growing,,1080.5,69.8,309.3,139.7,69.9,448.9,79.9,NA,0,Related,Verb,1150.3,518.9,528.8,1047.7,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
86,carrot,Unacc,monkeyUnacc.jpeg,piano,trip,Nunrel,monkey,86,4,fruit,List1,101,{SL} The monkey above the carrot is tripping,,1060.5,159.6,309.3,868,458.9,768.2,189.6,NA,0,Unrelated,Noun,1220.1,1636.2,957.8,2594,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
87,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,87,4,funiture,List1,101,{SL} The rabbit above the chair is smiling,,1888.7,89.8,279.3,209.5,69.9,429,109.8,NA,0,Related,Noun,1978.5,558.7,538.8,1097.5,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
88,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,88,4,weapon,List1,101,{SL} The clown below the canon is walking,,940.8,89.8,269.4,169.6,59.9,379.1,119.7,NA,0,Unrelated,Verb,1030.6,498.9,498.8,997.7,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
89,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,89,4,fruit,List1,101,{SL} The octopus below the lemon is swimming,,1170.3,109.7,349.3,229.4,69.9,259.4,59.8,NA,0,Unrelated,Verb,1280,648.6,319.2,967.8,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
90,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List1,101,{SL} The boy below the lighthouse is yawning,,950.8,99.8,169.6,279.3,79.9,528.8,59.8,NA,0,Unrelated,Verb,1050.6,528.8,588.6,1117.4,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
91,church,Unacc,rabbitUnacc.jpeg,harp,shake,Nunrel,rabbit,91,4,building,List1,101,{SL} The rabbit above the church is shaking,,861,59.9,239.4,199.6,59.8,329.3,59.8,NA,0,Unrelated,Noun,920.9,498.8,389.1,887.9,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
92,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,92,4,weapon,List1,101,{SL} The pirate below the gun is coughing,,1190.2,89.8,289.4,179.6,59.8,349.2,119.8,NA,0,Related,Verb,1280,528.8,469,997.8,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
93,drill,Unacc,penguineUnacc.jpeg,hammer,bounce,Nrel,penguine,93,4,tool,List1,101,{SL} The penguin below the drill is bouncing,,970.7,69.9,349.2,209.5,69.9,458.9,149.7,NA,0,Related,Noun,1040.6,628.6,608.6,1237.2,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
94,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,94,4,funiture,List1,101,{SL} The snail below the table is crawling,,761.2,59.9,329.2,209.6,59.8,518.8,109.8,NA,0,Related,Verb,821.1,598.6,628.6,1227.2,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
95,knife,Unerg,monkeyUnerg.jpeg,spoon,sleep,Nrel,monkey,95,4,tool,List1,101,{SL} The monkey above the knife is sleeping,,990.7,59.9,279.3,229.5,69.9,389.1,59.8,NA,0,Related,Noun,1050.6,578.7,448.9,1027.6,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
96,harp,Unerg,ballerinaUnerg.jpeg,violin,run,Nrel,ballerina,96,4,instrument,List1,101,{SL} The ballerina above the harp is running,,521.8,1297,409.1,239.5,69.8,329.2,89.8,NA,0,Related,Noun,1818.8,718.4,419,1137.4,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
97,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,1,2,tool,List2,102,{SL} The octopus below the spoon is boiling,,1020.6,249.5,638.5,389.1,229.5,658.5,399.1,NA,0,Related,Noun,1270.1,1257.1,1057.6,2314.7,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
98,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,2,2,weapon,List2,102,{SL} The ballerina above the ax is shrinking,,831.1,119.7,818.1,359.2,69.9,508.8,309.3,NA,0,Unrelated,Verb,950.8,1247.2,818.1,2065.3,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
99,desk,Unacc,boyUnacc.jpeg,chair,float,Nrel,boy,3,2,funiture,List2,102,{SL} The boy below the desk is floating,,1020.6,139.7,299.3,339.3,179.6,409,269.4,NA,0,Related,Noun,1160.3,818.2,678.4,1496.6,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
100,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,4,2,weapon,List2,102,{SL} The cowboy above the sword is falling,,1020.6,119.8,429,339.2,79.8,638.6,359.2,NA,0,Related,Verb,1140.4,848,997.8,1845.8,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
101,guitar,Unacc,pirateUnacc.jpeg,gun,sink,Nunrel,pirate,5,2,instrument,List2,102,{SL} The pirate below the guitar is sinking,,1020.6,79.9,528.8,299.3,109.7,508.9,528.8,NA,0,Unrelated,Noun,1100.5,937.8,1037.7,1975.5,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
